Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
société agroalimentaire belgique,22,22,90,65.16,0.00,https://vandemoortele.com/fr-fr/notre-societe,0,0,0.00,0.09,908000,"[20,0,20,0,20,0,0,20,100,40,20,20]",1585245983,"Knowledge panel, Featured snippet"
best focaccia recipe authentic italian,48,48,90,61.29,0.00,https://vandemoortele.com/en/brand/lanternar,0,0,0.00,0,7470000,"[0,0,0,0,0,0,0,0,100,0,0,0]",1585162883,"Image, Video Carousel"
sandwich show 2019,36,36,90,61.69,0.00,https://vandemoortele.com/fr-fr/article/sandwich-snack-show-2019,0,0,0.00,0,697000000,"[0,50,50,50,100,50,0,0,50,50,0,0]",1585508599,"Image pack, Site links, Featured snippet, Video Carousel"
puff pastry flour,88,88,90,70.52,0.00,https://vandemoortele.com/en/recipe/puff-pastry,0,0,0.00,0,12200000,"[0,0,0,0,0,0,0,0,0,50,0,100]",1583799533,"Knowledge panel, Reviews, Image, Video Carousel"
casselerrib,65,65,90,63.59,0.00,https://vandemoortele.com/nl-nl/recept/ciabattina-casselerrib,0,0,0.00,0,147000,"[43,71,14,14,43,14,14,100,14,14,71,14]",1585218789,"Knowledge panel, Video, Image"
shaping a tasty future,1,1,90,68.81,0.00,https://vandemoortele.com/fr-be/article/shaping-tasty-future-responsibly,42,0.87,0.00,0,6830000,"[100,0,0,14,57,0,14,14,14,14,71,0]",1583784006,"Image pack, Video, Video Carousel"
shaping a tasty future,2,2,90,68.81,0.00,https://vandemoortele.com/en/article/shaping-tasty-future-responsibly,11,0.22,0.00,0,6830000,"[100,0,0,14,57,0,14,14,14,14,71,0]",1583784006,"Image pack, Video, Video Carousel"
breton tart,41,41,90,70.69,0.00,https://vandemoortele.com/fr-be/product/tarte-aux-pommes-bretonne,0,0,0.00,0,6780000,"[0,29,0,14,14,57,29,100,14,14,0,100]",1583583940,"Image pack, Reviews, Image, Video Carousel"
muffin a la noisette,74,74,90,86,0.00,https://vandemoortele.com/fr-be/produit/muffin-la-vanille-fourre-au-cacao-noisette,0,0,0.00,0,518000,"[14,43,14,14,29,14,14,14,14,14,100,14]",1584164324,"Image pack, Reviews, Image, Video Carousel"
pain et nature,74,74,90,67.85,0.00,https://vandemoortele.com/fr-fr/product/petit-pain-incontournable-nature-55g,0,0,0.00,0.86,975000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1585063702,"Knowledge panel, Image, Video Carousel"
bavarois aardbeien piet,28,28,90,66.31,0.00,https://vandemoortele.com/sites/default/files/2019-09/Catalogus-bakkerijproducten_Catalogue-produits-boulangerie_2019-2020.pdf,0,0,0.00,0,72,"[0,100,0,0,0,0,50,0,0,50,50,0]",1583375138,"Image pack, Reviews, Image"
speculoos polska,44,44,90,52.85,0.00,https://vandemoortele.com/fr-fr/brand/la-patisserie-du-chefr,0,0,0.00,0,134000,"[0,50,50,100,0,50,0,0,0,0,0,0]",1583687112,"Image pack, Reviews, Image"
a la patisserie,84,84,90,83.02,0.00,https://vandemoortele.com/fr-be/nos-marques/la-patisserie-du-chefr,0,0,0.00,0,162000000,"[40,100,60,20,0,40,20,20,100,20,60,20]",1583616702,"Local pack, Site links, Reviews, Video Carousel"
patisseries industrielles catalogue,13,13,90,69.72,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.15,81,"[20,20,20,20,80,20,100,20,80,20,20,40]",1585216821,"Image pack, Site links, Video Carousel"
grossiste huile d olive belgique,17,17,90,66.29,0.00,https://vandemoortele.com/fr-be/nos-produits/margarines-huiles-graisses-sauces/huiles,0,0,0.00,1,97,"[0,0,0,0,0,0,0,0,0,100,0,100]",1583570038,"Image pack, Reviews, AdWords bottom"
blanc boeuf,11,11,90,82.15,0.00,https://vandemoortele.com/fr-fr/brand/blanc-de-boeufr,4,0.08,0.00,0.1,20700000,"[50,50,50,50,100,50,50,50,100,50,50,50]",1583867160,"Knowledge panel, Reviews, Image, Video Carousel"
blanc boeuf,12,12,90,82.15,0.00,https://vandemoortele.com/fr-fr/product/ossewitr-blanc-de-boeuf-25-kg,1,0.02,0.00,0.1,20700000,"[50,50,50,50,100,50,50,50,100,50,50,50]",1583867160,"Knowledge panel, Reviews, Image, Video Carousel"
pane di grano duro,78,78,90,53.08,0.00,https://vandemoortele.com/it-it/i-nostri-prodotti/prodotti-da-forno-surgelati/pane/treccina-di-grano-duro,0,0,0.00,0,3440000,"[33,33,33,33,0,33,67,100,33,67,33,33]",1584817050,"Image pack, Image, Video Carousel"
margarine longue conservation,86,86,90,74.26,0.00,https://vandemoortele.com/fr-fr/produit/risso-chanty-duo-vegan-1l,0,0,0.00,0,126000,"[0,0,67,100,67,100,33,33,0,33,33,0]",1584309742,"Image pack, Site links, Reviews, Video, Image"
marque l or,42,42,90,78.53,1.95,https://vandemoortele.com/fr-fr/marque/banquet-dor,0,0,0.00,0.79,524000000,"[25,25,50,25,25,25,50,100,25,25,25,50]",1585167719,"Image pack, Site links, Featured snippet, AdWords top, Shopping ads"
comment faire un carpaccio,94,94,90,92.03,0.00,https://vandemoortele.com/fr-be/recette/carpaccio-de-boeuf-vietnamien,0,0,0.00,0,480000,"[100,40,20,80,20,20,40,20,40,20,20,20]",1583825194,"Image pack, Reviews, Video, Image"
schokoladen brötchen,19,19,90,53.99,0.00,https://vandemoortele.com/de-at/produkt/schokobroetchen-1,0,0,0.00,0,3060000,"[100,50,0,50,50,0,0,50,0,0,50,50]",1584501064,"Image pack, Reviews, Image, Video Carousel"
chupa chups mini,86,86,90,76.58,0.32,https://vandemoortele.com/en/bakery-products/sweet-treats/chupa-chups-mini-donuts-mix-box,0,0,0.00,0.72,6840000,"[28,100,44,13,13,28,13,13,13,28,13,13]",1583474422,"Image pack, Reviews, Video Carousel"
mini donuts chocolat,23,23,90,79.93,0.00,https://vandemoortele.com/fr-fr/product/mini-donuts-chocolat-my-original-doonysr,0,0,0.00,0.38,135000000,"[11,11,11,11,11,22,11,11,22,11,100,11]",1583419186,"Image pack, Reviews, Image, Video Carousel"
mini chocolate croissant,83,83,90,63.22,0.00,https://vandemoortele.com/en-se/product/mini-butter-croissant-25g,0,0,0.00,0,12700000,"[33,0,0,0,33,0,33,33,67,67,100,0]",1583709414,"Image pack, Reviews, Image, Video Carousel"
comparaison beurre margarine,74,74,90,73.24,0.00,https://vandemoortele.com/sites/default/files/2017-05/161030_VDM_LiquidButterBlend_ProductFolder_FR_DIGITAAL.pdf,0,0,0.00,1,46700,"[33,33,33,100,33,33,33,100,33,33,33,100]",1583129786,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
huile friture graisse de boeuf,91,91,90,81.77,0.00,https://vandemoortele.com/fr-be/product/blanc-de-boeufr-graisse-frire,0,0,0.00,0.94,259000,"[0,0,0,0,0,0,0,0,0,0,100,11]",1583896151,"Image pack, Reviews, Image, Shopping ads, Video Carousel, People also ask"
recette vinaigrette thousand island,25,25,90,76.33,0.00,https://vandemoortele.com/fr-be/product/vandemoorteler-vinaigrette-thousand-islands-2-l,0,0,0.00,0,89,"[0,0,0,0,0,33,0,0,67,100,0,0]",1583604086,"Image pack, Reviews, Video, Image"
blanc de boeuf belgique,8,8,90,79.7,0.00,https://vandemoortele.com/fr-be/nos-marques/blanc-de-boeufr,2,0.04,0.00,0.63,2520000,"[0,33,100,67,33,33,33,33,33,67,33,33]",1583611247,"Knowledge panel, Reviews, Image, Shopping ads, Video Carousel"
recette de filet de faisan en sauce,54,54,90,85.27,0.00,https://vandemoortele.com/fr-be/recette/faisan-fine-champagne,0,0,0.00,0.02,97,"[0,0,0,0,0,0,0,14,100,29,14,29]",1584997465,"Image pack, Image, Video Carousel"
un jules d exception,47,47,90,81.63,0.00,https://vandemoortele.com/fr-fr/article/un-etudiant-dexception-passera-une-journee-avec-notre-pdg-jules-noten,0,0,0.00,0,12200000,"[14,14,14,43,43,29,29,14,100,71,29,0]",1585256363,"Knowledge panel, Image pack, Site links"
fabrication margarine,66,66,90,71.26,1.20,https://vandemoortele.com/fr-fr/brand/bakers-margarinesr,0,0,0.00,0.06,450000,"[12,6,6,24,6,6,6,6,12,6,100,41]",1583860667,"Featured snippet, Video Carousel, People also ask"
graisse boeuf pour friture,32,32,90,81.92,0.00,https://vandemoortele.com/fr-be/product/blanc-de-boeufr-graisse-frire,0,0,0.00,1,488000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583980331,"Knowledge panel, Reviews, Featured snippet, Image, AdWords bottom, Shopping ads, Video Carousel"
greek burger,60,60,90,65.54,0.00,https://vandemoortele.com/fr-be/recette/greek-burger,0,0,0.00,0,213000000,"[20,20,80,40,20,20,20,20,100,100,20,20]",1584871225,"Knowledge panel, Image pack, Image, Video Carousel"
oura four a pain,51,51,90,63.93,0.00,https://vandemoortele.com/fr-fr/product/pain-chocolat-cuisson-directe,0,0,0.00,0.46,83,"[20,20,20,100,80,20,60,20,20,20,20,20]",1585128631,"Image pack, Site links, Video Carousel"
recette couque suisse ronde,20,20,90,74.37,0.00,https://vandemoortele.com/fr-be/product/couque-suisse-ronde-avec-raisins,0,0,0.00,0,50,"[33,0,100,33,0,0,33,0,33,33,0,33]",1583158998,"Image pack, Reviews, Image, Video Carousel"
bonbon ganache,24,24,90,78.74,0.00,https://vandemoortele.com/fr-fr/recipe/ganache-bonbon-chocolat-cafe,0,0,0.00,0.14,23500000,"[33,33,33,33,0,33,0,100,33,33,100,67]",1585368123,"Image pack, Video, Image, Video Carousel"
fournisseur en patisserie pour particulier,42,42,90,64.01,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.52,48200,"[57,14,71,14,100,29,14,100,71,14,14,43]",1583193017,"Local pack, Image pack, Site links, Reviews"
fournisseur en patisserie,39,39,90,66.68,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.54,373000,"[11,22,100,11,22,78,11,22,11,56,11,11]",1584486815,"Local pack, Site links, Reviews"
beurre de cuisine,70,70,90,85.02,0.31,https://vandemoortele.com/fr-fr/produit/risso-cuisine-avec-beurre-500g,0,0,0.00,0.99,37400000,"[8,15,2,4,2,10,6,2,4,4,2,100]",1585163313,"Image pack, Site links, Video, Image, Video Carousel"
wat is mesclun,75,75,90,67.76,0.00,http://vandemoortele.com/sites/default/files/2017-04/Receptenfolder%20Ceasar%20Vinaigrette_DEF.pdf,0,0,0.00,0,124000,"[0,0,29,14,14,14,14,29,0,100,14,0]",1584777736,"Knowledge panel, Image"
chanty chanty,3,3,90,83.48,0.00,https://vandemoortele.com/fr-fr/product/celor-gourmand-chanty,8,0.16,0.00,0,2660000,"[29,0,0,0,14,43,14,100,14,14,29,14]",1583954846,"Local pack, Image pack, Reviews, Video Carousel"
pão alemão,81,81,90,52.45,0.00,https://vandemoortele.com/pt-pt/produtos/pao-alemao-som-sementes-e-cereais,0,0,0.00,0,11100000,"[20,20,20,100,60,40,20,40,40,20,100,20]",1584429642,"Image pack, Reviews, Video, Image, Video Carousel"
van remoortel belgium,79,79,90,69.93,0.00,https://vandemoortele.com/nl-be,0,0,0.00,0,86,"[14,100,14,43,14,0,0,0,0,29,0,14]",1584049397,"Knowledge panel, Image pack, Site links, Reviews, Video"
matiere grasse vegetale non hydrogenee,62,62,90,80.03,0.00,https://vandemoortele.com/sites/default/files/2017-05/Grondstoffenfolder_2017_FR-LR_Spread_v2_0.pdf,0,0,0.00,0,0,"[0,20,20,20,0,0,0,0,100,0,40,20]",1583287397,
pain chocolat noisette,12,12,90,68.51,0.00,https://vandemoortele.com/fr-fr/product/pain-chocolat-noisette-prepousse-banquet-dorr,1,0.02,0.00,0.82,11300000,"[100,11,33,11,11,11,11,44,11,11,78,11]",1585519190,"Image pack, Video, Image, Video Carousel"
graisse palme,71,71,90,74.15,0.00,https://vandemoortele.com/fr-be/product/rissor-palm-graisse-frire,0,0,0.00,0.53,319000,"[25,25,25,25,75,25,100,25,25,50,25,25]",1584194534,"Instant answer, Knowledge panel, Site links, People also ask"
where is palm oil found,80,80,90,68.2,0.00,https://vandemoortele.com/sites/default/files/2016-12/Our%20position%20on%20palm%20oil_0.pdf,0,0,0.00,0,266000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",1585290086,"Featured snippet, Video Carousel, People also ask"
congelar muffins,92,92,90,48.82,0.00,https://vandemoortele.com/es-es/producto/muffin-arandanos,0,0,0.00,0,2060000,"[100,0,0,0,0,0,0,0,0,0,100,0]",1583450711,"Image pack, Reviews, Video, Image, Video Carousel"
patisserie au café,82,82,90,82.06,0.00,https://vandemoortele.com/fr-fr/product/opera-cafe-chocolat-la-patisserie-du-chefr,0,0,0.00,0,159000000,"[22,22,100,11,78,11,33,11,33,11,22,11]",1583141706,"Local pack, Image pack, Reviews, Image"
wit stokbrood,85,85,90,52.46,0.00,https://vandemoortele.com/fr-be/node/8891,0,0,0.00,0,2160000,"[0,0,0,0,0,50,25,0,50,0,100,25]",1585181043,"Image pack, Image"
garniture pour baguette,76,76,90,82.02,0.00,https://vandemoortele.com/fr-be/product/baguette-large-garnir-300g,0,0,0.00,0.5,9190000,"[14,100,14,14,71,0,14,14,14,14,57,14]",1585411439,"Image pack, Site links, Image, Video Carousel"
lunette creme patissiere,42,42,90,72.26,0.00,https://vandemoortele.com/fr-be/product/couqe-suisse-ronde-avec-creme-patissiere,0,0,0.00,0.31,49200,"[0,0,0,0,0,0,0,0,14,14,57,100]",1583896324,"Image pack, Reviews, Image, Video Carousel"
jambon de ganda,78,78,90,66.72,0.00,https://vandemoortele.com/fr-be/recipe/table-avec-du-saumon-du-poulet-curry-ou-du-jambon-ganda,0,0,0.00,0.57,96,"[20,20,20,100,20,20,20,0,0,20,20,20]",1584828078,"Knowledge panel, Image pack, Site links, Video, Image, Shopping ads, Video Carousel"
fourniture pour patisserie boulangerie,62,62,90,65.92,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,1,1300000,"[20,20,100,0,100,0,20,20,60,20,20,20]",1584899998,"Local pack, Site links, Featured snippet, AdWords bottom"
fournisseur cupcake,38,38,90,61.99,0.00,https://vandemoortele.com/fr-fr/brand/my-originalsr,0,0,0.00,0.6,142000,"[25,25,100,25,25,25,25,25,75,100,50,25]",1585245542,"Site links, FAQ"
peites,22,22,90,82.46,0.00,https://vandemoortele.com/fr-fr/product/torsade-aux-peites-de-chocolat-noir-cuisson-directe,0,0,0.00,0,694000,"[20,60,20,20,100,40,100,20,20,20,20,20]",1584554545,"Knowledge panel, Image pack, Reviews, FAQ"
ifs food care,13,13,90,53.86,0.00,https://vandemoortele.com/en/local-page/food-care,0,0,0.00,0.09,7210000,"[33,33,33,100,33,0,67,0,67,33,0,33]",1585252707,"Image pack, Site links, Video"
seau qualité alimentaire,86,86,90,78.37,0.81,https://vandemoortele.com/fr-fr/produit/risso-longlife-seau-10-l,0,0,0.00,0.95,3500000,"[0,0,0,11,11,11,22,11,11,100,11,11]",1583511736,"Image pack, Reviews, Video, Shopping ads"
ariba contract compliance,40,40,90,62.33,0.00,https://vandemoortele.com/en/source-contract,0,0,0.00,0,338000,"[0,100,0,0,100,100,0,0,0,100,0,0]",1585346421,"Image pack, Video Carousel"
donuts surgelés,39,39,90,69.04,0.78,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.99,98,"[50,50,64,50,79,64,79,64,100,79,100,64]",1583752447,"Image pack, Site links, Reviews, Video, Image"
creme au beurre avec margarine,56,56,90,73.71,0.00,https://vandemoortele.com/fr-fr/produit/celor-moka-gourmand,0,0,0.00,0,1690000,"[100,50,25,25,25,25,25,25,25,50,25,100]",1585450714,"Image, AdWords bottom, Video Carousel"
so original,48,48,90,68.98,0.00,https://vandemoortele.com/fr-fr/article/so-original-nouveau-logo-nouveau-look,0,0,0.00,0,8940000000,"[33,11,11,100,11,11,11,11,11,11,11,11]",1583634199,"Local pack, Image pack, Reviews, Video Carousel"
muffin fourré caramel,74,74,90,82.9,0.00,https://vandemoortele.com/fr-fr/product/muffin-premium-fourre-pommes-caramel-my-original-muffinsr,0,0,0.00,0,506000,"[100,14,14,14,29,14,100,14,14,14,57,43]",1583561395,"Image pack, Reviews, Image, Video Carousel"
horeca 2019,39,39,90,44.35,0.00,https://vandemoortele.com/fr-be/article/horeca-expo-2019-nouveau-stand-nouvel-emplacement-plus-d-inspiration,0,0,0.00,0,121000000,"[11,11,22,33,11,11,11,44,22,33,100,11]",1585033078,"Image pack, Site links, Video Carousel"
sauce mayo ketchup moutarde,94,94,90,84.75,0.00,https://vandemoortele.com/fr-be/nos-produits/margarines-huiles-graisses-sauces/sauces,0,0,0.00,0.01,81500,"[40,100,20,20,60,20,20,20,20,20,20,20]",1585288858,"Image pack, Image, Video Carousel"
jak zrobić bagietkę,30,30,90,58.72,0.00,https://vandemoortele.com/pl-pl/przepis/bagietka-fitness-z-marynowanym-sledziem,0,0,0.00,0,1280000,"[0,80,20,100,0,40,0,0,0,0,0,60]",1584548547,"Image pack, Reviews, Image, Video Carousel"
fournisseur friterie,70,70,70,57.27,0.58,https://vandemoortele.com/fr-be/nos-produits/margarines-huiles-graisses-sauces/sauces,0,0,0.00,0.36,89000,"[20,20,100,20,20,20,20,20,20,20,60,20]",1584824319,"Local pack, Image pack, Site links, Featured snippet"
beurre de tourage prix au kg,40,40,70,56.17,0.00,https://vandemoortele.com/fr-fr/article/st-allery-traditionr-tourage-une-matiere-grasse-decouvrir,0,0,0.00,1,93,"[11,22,56,11,11,100,11,11,11,11,11,33]",1583328028,"Image pack, Reviews, Video, Image"
mini chausson,77,77,70,75.47,0.00,https://vandemoortele.com/fr-fr/product/mini-chausson-pomme-compote-40g,0,0,0.00,0.73,2940000,"[44,33,44,11,11,33,100,11,11,11,11,44]",1583329873,"Image pack, Site links, Reviews, Image, Video Carousel"
grossiste surgelés belgique,18,18,70,60.26,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.14,94,"[33,0,33,33,0,33,33,100,0,33,33,33]",1584267689,"Local pack, Image pack, Reviews, Video"
pizza froide italienne,2,2,70,81.13,0.00,https://vandemoortele.com/fr-fr/recipe/pizza-froide-litalienne,9,0.18,0.00,0,17000000,"[11,11,33,11,0,11,11,11,11,100,0,11]",1583587073,"Image pack, Reviews, Image, Video Carousel"
pain oeuf jambon fromage,43,43,70,85.66,0.00,https://vandemoortele.com/fr-be/recipe/oeufs-au-plat-au-jambon-et-fromage,0,0,0.00,0,1750000,"[11,11,11,11,11,22,11,22,100,11,11,22]",1585238807,"Video, Image, Video Carousel"
pizza chevre miel noix recette,13,13,70,81.28,0.00,https://vandemoortele.com/fr-fr/recipe/pizza-chevre-miel-aux-noix-de-pecan,0,0,0.00,0,229000,"[0,0,0,0,0,0,0,0,0,100,100,100]",1584980926,"Image pack, Site links, Image, Video Carousel"
garniture de panini,72,72,70,88.28,0.00,https://vandemoortele.com/fr-fr/product/panini-banquet-dorr,0,0,0.00,0.02,202000,"[100,8,4,4,4,15,15,4,4,12,4,4]",1585058421,"Image pack, Site links, Image, Video Carousel"
recette feuilletage professionnel pdf,33,33,70,68.65,0.00,https://vandemoortele.com/sites/default/files/2017-07/160667_VDM_Prof%20Magazine%20Najaar_FR_DEF.pdf,0,0,0.00,0.04,48,"[4,4,4,4,15,4,4,4,4,4,54,100]",1585073014,"Image pack, Video, Image"
horeca expo gent 2019,43,43,70,55.15,0.00,https://vandemoortele.com/fr-be/article/un-pur-regal-chez-vandemoortele-horeca-expo,0,0,0.00,0.07,80,"[11,11,11,0,11,11,22,11,11,22,11,100]",1585008016,"Image pack, Site links, Video Carousel"
www ariba com supplier,67,67,70,67.34,0.00,https://vandemoortele.com/sites/default/files/2019-12/Vandemoortele-Supplier-Registration-Guide-Ariba%20Network-EN-2019-12-09.pdf,0,0,0.00,0,1280000,"[0,100,100,100,0,0,0,33,67,0,0,0]",1584950354,"Video, Video Carousel"
patisserie poire,46,46,70,89.78,0.00,https://vandemoortele.com/fr-fr/product/entremet-poire-caramel-la-patisserie-du-chefr,0,0,0.00,0.03,1540000,"[11,11,11,11,11,100,33,11,11,11,11,100]",1585497965,"Image pack, Image, Video Carousel"
barbecue ofyr belgique,48,48,70,53.34,0.00,https://vandemoortele.com/sites/default/files/2017-11/170702_VDM_InspiratieMag_FR_WEB.pdf,0,0,0.00,0,72,"[0,0,0,0,0,0,100,0,0,0,0,0]",1584345923,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, FAQ"
petit pain aux fruits secs,54,54,70,84.18,0.00,https://vandemoortele.com/fr-be/produit/petit-pain-gourmand-aux-fruits-secs,0,0,0.00,0.01,89500000,"[11,33,11,11,11,22,11,11,11,11,11,100]",1584269169,"Image pack, Reviews, Image, Video Carousel"
supplier ariba com log in,34,34,70,61.21,0.00,https://vandemoortele.com/sites/default/files/2019-12/Vandemoortele-Supplier-Registration-Guide-Ariba%20Network-EN-2019-12-09.pdf,0,0,0.00,0.14,349000,"[50,50,50,0,100,0,0,0,50,50,50,50]",1583716237,"Site links, Reviews, Video"
makowiec z serem,57,57,70,62.31,0.00,https://vandemoortele.com/pl-pl/produkt/makowiec-z-serem,0,0,0.00,0,4180000,"[11,22,33,100,22,0,0,11,11,0,0,78]",1583620072,"Image pack, Site links, Reviews, Video, Image, Video Carousel"
croissant nutella boulangerie,45,45,70,78.56,0.00,https://vandemoortele.com/fr-fr/nos-produits,0,0,0.00,0.01,1210000,"[100,100,100,25,25,25,25,75,25,25,25,50]",1583551447,"Image pack, Reviews, Image, Video Carousel"
tarif viennoiserie,86,86,70,81.21,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.05,192000,"[100,22,100,33,44,22,78,11,56,22,11,78]",1585310479,"Site links, Featured snippet"
ghee france,76,76,70,77.08,0.00,https://vandemoortele.com/fr-fr/product/fama-traditionr-ghee-15kg,0,0,0.00,1,6900000,"[78,11,100,11,11,44,11,44,11,11,22,11]",1584326791,"Image pack, Reviews, Image, Shopping ads, Video Carousel"
feuilleté au framboise,72,72,70,85.05,0.00,https://vandemoortele.com/fr-be/recette/feuillete-aux-framboises,0,0,0.00,0,1780000,"[14,43,14,14,14,14,14,29,14,14,100,14]",1584523203,"Image pack, Reviews, Video, Image, Video Carousel"
baguette la,14,14,70,86.41,0.00,https://vandemoortele.com/fr-fr/product/baguette-la-quotidienne,0,0,0.00,0,154000000,"[25,100,50,25,25,75,50,25,25,25,25,100]",1584011734,"Knowledge panel, Site links, Reviews, Video, Image, Video Carousel"
lee oilmills sdn bhd,97,97,70,49.83,0.00,https://www.vandemoortele.com/sites/default/files/2018-08/Traceability%20Q3Q4%202017.pdf,0,0,0.00,0,173000,"[100,0,0,0,0,100,0,0,0,0,0,100]",1584508771,"Knowledge panel, Image pack, Reviews"
chupa chups spain,37,37,70,59.39,0.00,https://vandemoortele.com/en/article/chupa-chups-donuts,0,0,0.00,0,2240000,"[22,22,0,22,100,0,66,0,0,22,0,22]",1583677740,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
comment emballer un sandwich,86,86,70,70.47,0.00,https://vandemoortele.com/fr-be/inspiration/pain-tips-tricks/conseils-essentiels,0,0,0.00,0,1860000,"[29,29,100,14,14,14,14,29,43,14,14,14]",1583137744,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
ciabatta aux olives,59,59,70,66.7,0.00,https://vandemoortele.com/fr-be/product/ciabatta-oliva-olive-270-g,0,0,0.00,0,9020000,"[11,22,22,33,11,100,11,78,33,11,11,11]",1585259918,"Image pack, Image, Video Carousel, FAQ"
bagel fournisseur,8,8,70,63.86,0.00,https://vandemoortele.com/fr-be/product/bagel-nature,2,0.04,0.00,0,313000,"[29,14,14,29,14,14,100,71,71,57,0,0]",1584957669,"Knowledge panel, Image pack, Image"
grossiste pour boulangerie patisserie,16,16,70,63.48,0.00,https://vandemoortele.com/fr-be/nos-produits/produits-de-boulangerie,0,0,0.00,0.43,1940000,"[20,60,20,20,100,20,60,20,60,20,20,20]",1584806495,"Local pack, Site links, Featured snippet"
lanterna genes,36,36,70,81.6,0.00,https://vandemoortele.com/fr-be/nos-marques/lanterna,0,0,0.00,0,1150000,"[22,44,11,11,11,11,11,100,33,11,44,11]",1583569811,"Knowledge panel, Image pack, Site links, Reviews"
tournesol belgique,77,77,70,67.49,0.00,https://vandemoortele.com/fr-be/product/vandemoorteler-huile-de-tournesol-25-l,0,0,0.00,0.02,1140000,"[11,11,33,100,11,22,11,11,22,11,33,11]",1584260241,"Knowledge panel, Site links, Reviews, FAQ"
custard slice,34,34,70,62.2,0.00,https://vandemoortele.com/en/bakery-products/pastry/vanilla-custard-slice,0,0,0.00,0,14900000,"[33,11,78,11,11,100,11,22,11,11,11,11]",1583431745,"Knowledge panel, Reviews, Image, Video Carousel"
eurexpo lyon sirha,49,49,70,68.4,0.00,https://vandemoortele.com/fr-fr/article/sirha-2019,0,0,0.00,0,61900,"[80,20,0,20,0,0,0,20,20,20,100,20]",1585382311,"Knowledge panel, Site links, Video Carousel"
patisserie fruits rouges,57,57,70,85.92,0.00,https://vandemoortele.com/fr-fr/product/delice-aux-3-fruits-rouges-la-patisserie-du-chefr,0,0,0.00,0.22,9090000,"[100,29,14,14,71,14,14,14,29,14,43,14]",1583974596,"Image pack, Site links, Reviews, Image, Video Carousel"
panalog replonges,23,23,70,80.46,0.00,https://vandemoortele.com/fr-fr/nous-contacter,0,0,0.00,0,64,"[100,25,25,25,25,50,25,75,25,25,25,25]",1583122731,"Knowledge panel, Image pack, Reviews"
pate a levee,83,83,70,85.26,0.00,https://vandemoortele.com/fr-be/product/plaques-de-pate-levee-feuilletee-4mm,0,0,0.00,0,1720000,"[75,25,25,25,25,0,25,25,100,50,25,25]",1585292416,"Image pack, Image, Video Carousel"
graisse collante,93,93,70,75.22,0.00,https://vandemoortele.com/fr-be/product/graisse-frire-rissor-fri,0,0,0.00,0.93,154000,"[14,14,14,100,14,14,14,14,14,14,14,14]",1583865259,"Reviews, Video Carousel"
vandemoortele food service,2,2,70,63.99,0.00,https://vandemoortele.com/fr-be/onze-producten/spaaracties,1,0.02,0.00,0,108000,"[0,20,20,0,0,20,0,0,0,0,0,100]",1583604110,"Image pack, Site links"
vandemoortele food service,1,1,70,63.99,0.00,https://vandemoortele.com/fr-be,56,1.17,0.00,0,108000,"[0,20,20,0,0,20,0,0,0,0,0,100]",1583604110,"Image pack, Site links"
vandemoortele food service,3,3,70,63.99,0.00,https://vandemoortele.com/fr-fr/nous-contacter,1,0.02,0.00,0,108000,"[0,20,20,0,0,20,0,0,0,0,0,100]",1583604110,"Image pack, Site links"
vandemoortele athies telephone,1,1,70,67.57,0.00,https://vandemoortele.com/fr-be/contactez-nous,56,1.17,0.00,0,27,"[20,100,20,100,20,40,0,20,60,60,20,80]",1584817358,"Instant answer, Knowledge panel, Image pack"
vandemoortele athies telephone,2,2,70,67.57,0.00,https://vandemoortele.com/fr-fr/nous-contacter,1,0.02,0.00,0,27,"[20,100,20,100,20,40,0,20,60,60,20,80]",1584817358,"Instant answer, Knowledge panel, Image pack"
au kouign amann,95,95,70,80.01,0.00,https://vandemoortele.com/fr-fr/product/kouign-amann-banquet-dorr,0,0,0.00,0,764000,"[0,11,11,44,44,56,11,100,56,0,0,11]",1583181028,"Knowledge panel, Site links, Reviews, Image, Video Carousel"
recette sandwich poulet grillé,85,85,70,79.56,0.00,https://vandemoortele.com/fr-be/recipe/sandwich-au-poulet,0,0,0.00,0,838000,"[20,0,0,0,0,100,0,0,20,40,20,20]",1585374082,"Image pack, Video, Image, Video Carousel"
